"CASE","language","am_ar_1","am_ar_2","am_ar_3","am_ar_4","bed_ar_1","bed_ar_2","bed_ar_3","bed_ar_4","ds_ar_1","ds_ar_2","ds_ar_3","ds_ar_4","mvs_ar_1","mvs_ar_2","mvs_ar_3","mvs_ar_4","am_bi_1","am_bi_2","am_bi_3","bed_bi_1","bed_bi_2","bed_bi_3","ds_bi_1","ds_bi_2","ds_bi_3","mvs_bi_1","mvs_bi_2","mvs_bi_3","am_gr_1","am_gr_2","bed_gr_1","bed_gr_2","ds_gr_1","ds_gr_2","mvs_gr_1","mvs_gr_2","am_me_1","am_me_2","am_me_4","am_me_5","am_me_6","am_me_7","bed_me_1","bed_me_2","bed_me_4","bed_me_5","bed_me_6","bed_me_7","ds_me_1","ds_me_2","ds_me_3","ds_me_4","ds_me_5","ds_me_6","ds_me_7","mvs_me_1","mvs_me_2","mvs_me_4","mvs_me_5","mvs_me_6","mvs_me_7","am_pe_1","am_pe_2","am_pe_3","am_pe_4","bed_pe_1","bed_pe_2","bed_pe_3","bed_pe_4","ds_pe_1","ds_pe_2","ds_pe_3","ds_pe_4","mvs_pe_1","mvs_pe_2","mvs_pe_3","mvs_pe_4","am_se_1","am_se_2","am_se_3","am_se_4","bed_se_1","bed_se_2","bed_se_3","bed_se_4","ds_se_1","ds_se_2","ds_se_3","ds_se_4","mvs_se_1","mvs_se_2","mvs_se_3","mvs_se_4","am_ar_sum","am_bi_sum","am_gr_sum","am_me_sum","am_pe_sum","am_se_sum","bed_ar_sum","bed_bi_sum","bed_gr_sum","bed_me_sum","bed_pe_sum","bed_se_sum","ds_ar_sum","ds_bi_sum","ds_gr_sum","ds_me_sum","ds_pe_sum","ds_se_sum","mvs_ar_sum","mvs_bi_sum","mvs_gr_sum","mvs_me_sum","mvs_pe_sum","mvs_se_sum"
719,"ES",7,5,4,4,7,7,7,7,7,7,7,7,7,7,7,5,1,1,1,4,4,4,5,5,5,1,1,1,6,2,7,7,7,7,7,7,7,7,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,1,7,7,7,4,7,7,7,4,6,7,7,1,4,3,7,7,7,5,7,7,7,7,7,7,7,4,7,3,20,3,8,35,20,21,28,12,14,42,25,26,28,15,14,49,25,28,26,3,14,42,21,21
720,"EN",6,5,4,3,6,2,4,3,3,3,1,3,2,3,3,3,4,5,2,5,5,6,3,5,4,2,3,3,4,3,4,6,4,4,4,4,1,3,3,1,2,3,4,5,3,4,5,4,4,3,4,4,5,5,3,3,2,2,3,2,3,5,5,3,4,5,6,5,6,4,4,5,4,3,4,2,3,6,5,6,4,3,3,2,4,4,3,5,4,3,4,3,4,18,11,7,13,17,21,15,16,10,25,22,12,10,12,8,28,17,16,11,8,8,15,12,14
721,"EN",7,7,7,7,6,6,6,6,7,7,7,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,4,7,4,5,5,5,6,6,5,4,7,7,7,5,5,6,6,28,18,14,28,28,21,24,18,14,28,24,22,28,18,14,33,28,25,27,18,14,28,25,22
722,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,18,14,30,28,19
723,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"EN",5,6,6,7,7,7,7,7,7,7,6,7,2,5,4,4,6,6,5,7,6,7,7,7,7,3,3,2,7,7,7,6,7,7,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,6,5,6,4,6,7,6,7,7,7,7,6,3,3,3,3,6,6,7,7,7,7,6,4,7,5,7,3,2,6,2,7,24,17,14,29,21,26,28,20,13,30,26,24,27,21,14,35,27,22,15,8,3,10,12,17
725,"EN",5,2,2,2,6,2,2,2,5,2,2,4,4,2,2,3,2,1,1,1,1,1,2,2,1,2,1,2,4,4,2,2,4,4,4,3,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,3,4,2,2,1,1,4,1,1,1,5,2,2,1,3,2,2,1,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,11,4,8,18,6,16,12,3,4,19,7,20,13,5,8,24,10,16,11,5,7,19,8,16
726,"EN",6,4,6,5,7,5,5,7,7,5,5,7,7,6,6,7,5,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,6,6,6,1,7,6,7,1,7,7,7,1,7,7,6,1,5,6,6,6,7,7,6,6,7,7,7,7,7,7,7,7,21,17,13,27,19,23,24,21,14,29,21,26,24,21,14,34,22,28,26,21,14,28,21,28
727,"EN",3,5,5,3,6,5,5,5,6,1,1,1,6,5,5,5,2,2,2,5,5,5,1,1,1,6,6,6,3,4,5,5,1,1,5,5,5,5,5,5,4,5,5,5,4,5,4,4,3,3,3,3,3,1,4,5,5,5,5,3,5,4,2,2,2,6,2,4,2,1,1,1,1,5,5,5,2,5,6,6,4,4,7,6,6,5,6,4,6,6,6,4,6,16,6,7,29,10,21,21,15,10,27,14,23,9,3,2,20,4,21,21,18,10,28,17,22
728,"EN",6,6,4,7,6,3,1,7,7,4,4,6,7,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,7,6,7,4,7,6,7,4,7,7,7,4,7,6,7,4,1,7,3,1,1,7,2,1,7,7,1,4,7,7,1,6,23,21,14,26,24,12,17,21,14,30,24,11,21,21,14,34,25,19,18,21,14,24,24,21
730,"EN",7,7,7,7,7,7,7,6,7,7,7,7,6,6,6,7,4,4,4,4,4,4,7,7,7,4,4,4,6,6,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,6,6,6,6,7,7,7,4,7,7,7,7,7,7,7,4,2,6,6,6,7,7,7,7,7,7,7,7,7,7,7,5,28,12,12,30,24,20,27,12,14,30,25,28,28,21,14,35,28,28,25,12,12,24,25,26
731,"ES",7,7,7,7,7,7,7,7,1,1,1,1,7,4,4,4,1,1,1,4,4,4,1,1,1,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,4,4,4,4,4,4,28,3,14,42,16,16,28,12,14,42,16,16,4,3,14,49,15,16,19,12,14,42,16,16
732,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,7,20,19,16
733,"EN",4,5,5,4,6,5,5,4,6,5,5,6,6,6,6,5,3,3,3,5,5,5,6,6,6,6,6,6,5,5,6,6,6,6,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,6,7,4,4,6,7,4,4,6,7,4,4,4,5,4,4,4,6,6,5,5,6,5,5,5,6,6,5,18,9,10,30,16,17,20,15,12,30,21,21,22,18,12,35,21,21,23,18,14,30,21,22
734,"EN",6,6,6,6,4,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,4,4,4,4,4,4,4,4,4,5,5,5,4,4,6,6,5,4,3,3,3,4,5,5,4,4,6,5,5,24,12,14,30,23,21,19,12,10,27,16,13,18,12,10,35,16,18,20,12,10,30,19,20
735,"EN",NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,14,35,25,25,NA,NA,NA,NA,NA,NA
736,"EN",7,7,7,7,6,6,5,6,7,7,7,7,7,7,7,7,1,1,1,1,1,5,6,5,6,7,7,7,7,7,5,5,7,7,7,7,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,5,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,7,7,7,7,7,7,7,7,28,3,14,30,28,28,23,7,10,24,19,20,28,17,14,35,28,28,28,21,14,30,28,28
737,"EN",5,7,6,6,7,5,5,6,6,5,5,6,6,5,6,6,2,1,1,1,1,1,2,2,2,3,3,2,7,7,7,7,6,6,5,6,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,3,5,4,4,5,5,4,4,5,3,3,1,6,4,4,1,5,4,4,1,6,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,4,14,30,12,16,23,3,14,27,15,16,22,6,12,33,14,16,23,8,11,26,18,16
739,"EN",6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,18,12,30,24,23,20,18,12,30,20,24,24,18,12,35,24,24,24,18,12,30,24,24
740,"EN",NA,NA,NA,NA,4,5,2,1,6,5,5,5,4,5,3,2,NA,NA,NA,1,1,1,2,2,2,1,1,1,NA,NA,2,2,5,5,2,2,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,3,5,NA,NA,NA,NA,1,1,1,1,2,5,5,2,1,1,1,1,NA,NA,NA,NA,1,4,4,4,3,5,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,12,3,4,26,4,13,21,6,10,33,14,15,14,3,4,28,4,16
741,"EN",7,7,1,1,6,2,3,6,6,6,4,7,6,3,4,6,4,4,4,6,6,4,4,5,4,5,7,4,7,7,6,6,7,7,7,7,5,5,5,5,5,5,3,5,4,4,3,3,4,5,5,4,4,5,5,4,5,5,4,5,5,4,1,1,1,6,5,7,1,7,6,7,7,5,6,7,1,4,4,4,4,6,6,5,5,7,6,7,7,4,6,6,5,16,12,14,30,7,16,17,16,12,22,19,22,23,13,14,32,27,27,19,16,14,28,19,21
742,"ES",7,7,7,7,7,7,7,7,7,4,4,6,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,4,7,7,7,7,7,7,7,6,4,6,3,7,6,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,12,14,42,25,28,28,12,14,42,28,28,21,12,14,49,19,28,28,12,14,38,25,28
743,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,"ES",6,2,4,4,6,7,7,7,4,6,5,5,6,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,6,6,5,5,4,4,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,4,7,7,7,4,6,6,6,4,6,6,6,4,5,5,6,6,7,7,7,7,4,4,4,6,5,5,5,5,16,12,14,36,18,22,27,12,14,42,25,28,20,12,12,46,22,18,23,12,10,36,22,20
745,"EN",3,5,4,3,5,4,3,3,4,6,7,6,5,6,6,6,1,1,1,2,2,2,2,2,2,5,5,5,3,2,3,2,6,6,5,6,3,4,3,3,4,4,3,3,3,3,2,3,3,4,3,4,4,4,4,4,4,3,2,4,3,5,3,3,2,5,2,2,2,5,5,5,3,6,6,6,3,2,2,2,2,3,3,2,2,3,3,5,5,5,6,5,5,15,3,5,21,13,8,15,6,5,17,11,10,23,6,12,26,18,16,23,15,11,20,21,21
746,"EN",3,4,4,3,5,5,4,4,5,5,4,4,5,5,4,4,2,2,2,1,1,1,2,2,2,2,2,2,5,5,6,6,5,5,6,6,3,3,4,5,3,4,3,3,4,4,3,4,3,3,3,4,5,3,5,3,3,4,5,3,5,2,2,2,1,2,2,2,2,5,5,4,2,2,2,2,1,5,5,5,4,5,5,4,5,3,6,5,5,5,6,5,5,14,6,10,22,7,19,18,3,12,21,8,19,18,6,10,26,16,19,18,6,12,23,7,21
747,"ES",7,5,5,7,7,7,4,5,7,5,4,4,7,5,3,2,3,5,5,2,2,2,3,3,3,2,2,2,7,7,7,5,4,3,3,1,4,4,7,7,7,7,4,4,7,7,7,3,4,4,4,5,5,3,6,4,4,3,2,3,1,7,7,7,7,7,7,6,4,5,3,4,4,4,2,3,3,7,5,7,7,7,5,7,7,7,5,7,7,7,3,7,7,24,13,14,36,28,26,23,6,12,32,24,26,20,9,7,31,16,26,17,6,4,17,12,24
748,"EN",NA,NA,NA,NA,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2,18,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,"EN",4,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,3,5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,11,24,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,"EN",2,4,4,2,6,4,4,5,7,3,3,7,3,4,4,3,1,1,1,7,7,7,7,7,7,1,1,1,6,6,7,7,7,7,6,6,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,5,5,3,4,5,5,1,4,2,4,6,6,7,4,7,7,7,4,2,1,2,3,4,4,2,2,4,4,6,7,4,4,7,7,4,4,2,2,12,3,12,29,11,12,19,21,14,28,23,21,20,21,14,33,25,22,14,3,12,27,8,12
753,"EN",6,6,7,7,6,6,7,7,7,7,7,7,6,5,5,5,4,5,5,6,4,4,7,7,7,3,3,3,7,7,7,7,7,7,5,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,5,5,5,4,4,4,4,4,4,5,5,5,4,7,7,7,4,7,7,7,4,3,3,3,4,5,4,3,5,6,7,6,5,7,7,7,7,6,6,6,5,26,14,14,24,19,17,26,14,14,24,25,24,28,21,14,33,25,28,21,9,8,24,13,23
754,"EN",2,3,5,6,3,3,2,3,2,3,3,2,5,6,5,6,3,3,5,3,2,3,2,5,5,3,2,3,2,3,2,5,5,3,5,2,4,2,2,1,2,4,4,2,4,3,4,5,3,2,4,4,5,2,2,4,2,3,4,4,5,3,4,5,3,3,5,5,6,2,3,3,3,5,2,5,6,3,2,3,5,5,3,6,5,5,6,6,3,6,6,7,6,16,11,5,15,15,13,11,8,7,22,19,19,10,12,8,22,11,20,22,8,7,22,18,25
755,"EN",7,7,7,7,7,4,4,4,7,7,6,7,7,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,4,4,7,4,7,7,7,7,3,3,3,4,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3,1,1,5,5,5,5,7,7,7,7,1,7,7,1,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,21,8,19,28,28,19,21,11,16,16,28,27,21,14,22,28,28,10,3,14,22,16,28
756,"ES",6,6,5,5,5,6,6,5,5,5,6,2,7,6,6,5,1,1,1,1,1,1,3,3,3,2,2,2,6,6,1,1,2,2,6,5,6,6,5,6,3,6,2,5,5,4,7,4,6,4,3,3,5,2,2,5,5,4,2,6,6,6,5,4,4,2,2,2,1,5,3,3,3,7,5,5,2,4,6,4,6,5,6,7,5,4,5,6,3,4,5,3,5,22,3,12,32,19,20,22,3,2,27,7,23,18,9,4,25,14,18,24,6,11,28,19,17
758,"EN",NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,2,6,4,2,NA,NA,NA,NA,NA,NA,5,2,2,1,1,1,NA,NA,NA,NA,6,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,2,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,12,28,20,20,14,3,6,15,7,12
759,"EN",4,5,3,3,5,5,3,3,7,3,3,5,3,3,3,3,4,4,4,3,3,3,6,6,6,3,3,3,5,4,4,4,7,7,3,3,4,4,4,4,3,3,3,4,3,1,1,2,5,5,5,5,5,5,5,3,3,2,2,1,2,3,3,3,3,5,5,4,3,6,6,6,4,3,3,3,3,3,3,3,3,3,5,6,6,5,5,5,5,3,4,4,4,15,12,9,22,12,12,16,9,8,14,17,20,18,18,14,35,22,20,12,9,6,13,12,15
760,"EN",6,6,5,6,5,5,4,4,5,5,5,5,5,4,4,4,6,6,6,4,4,4,6,6,6,4,4,4,6,6,5,5,6,6,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,3,4,4,3,3,2,3,6,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,6,6,6,6,5,5,5,6,5,5,5,5,4,4,4,5,23,18,12,26,19,24,18,12,10,24,19,21,20,18,12,26,19,20,17,12,10,19,19,17
761,"EN",1,1,1,1,2,2,2,2,4,4,4,4,4,2,2,2,1,1,1,2,2,2,4,4,4,1,1,1,7,7,6,2,4,4,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,2,2,4,4,4,4,2,2,2,2,1,1,1,1,2,2,2,2,4,4,4,4,1,1,1,1,4,3,14,30,4,4,8,6,8,30,8,8,16,12,8,35,16,16,10,3,8,30,8,4
763,"EN",6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,7,4,7,5,5,2,7,4,4,4,7,7,7,4,5,6,5,6,5,6,4,6,5,6,5,6,5,6,5,6,24,12,14,30,24,22,27,12,14,30,19,21,28,12,14,35,19,22,28,12,14,30,25,22
764,"EN",6,7,6,7,7,6,7,7,6,6,7,7,6,7,6,7,6,6,6,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,6,7,7,7,6,7,6,6,7,7,6,6,6,6,6,7,26,18,12,28,28,27,27,21,14,28,27,25,26,21,13,32,27,26,26,21,13,29,28,25
765,"EN",4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,6,6,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,5,5,4,3,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,3,5,5,4,3,4,4,4,3,5,5,4,4,18,11,10,21,17,15,18,12,10,23,19,17,20,11,10,25,19,15,20,15,12,23,19,18
766,"EN",7,7,7,7,4,5,6,7,7,4,1,1,6,6,6,6,7,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,4,1,1,1,1,5,7,6,4,4,6,7,7,6,6,7,5,4,4,4,4,6,6,6,6,28,21,14,30,28,24,22,3,14,30,25,24,13,3,10,35,4,16,24,3,12,30,22,24
767,"EN",6,4,4,4,4,4,4,4,6,4,4,4,6,4,4,4,3,3,3,4,4,4,4,4,4,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,5,2,2,2,2,4,4,4,2,4,4,4,2,2,2,2,2,4,4,4,4,2,6,4,5,4,4,4,4,4,4,4,4,18,9,10,28,8,16,16,12,10,28,14,17,18,12,10,33,14,16,18,6,10,28,8,16
768,"EN",4,6,5,5,5,6,6,6,5,4,4,3,1,1,1,1,5,5,5,7,7,7,4,4,4,1,1,1,6,6,6,6,4,4,1,1,5,5,3,4,3,4,5,5,5,5,3,5,4,5,4,3,4,3,4,2,3,4,2,1,3,6,6,6,2,7,7,7,1,3,3,3,1,3,2,1,1,3,6,5,6,2,6,5,5,2,6,5,6,1,4,1,1,20,15,12,24,20,20,23,21,12,28,22,18,16,12,8,27,10,19,4,3,2,15,7,7
769,"EN",4,4,4,1,4,4,4,1,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,4,4,4,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,13,3,8,18,13,16,13,3,5,18,13,16,13,3,2,21,4,16,13,3,5,18,13,19
770,"EN",4,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,17,14,30,19,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,"EN",7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,6,7,7,7,6,6,5,6,6,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,28,21,14,30,28,28,28,20,14,30,28,28,24,19,14,35,24,24,24,17,12,24,24,24
